487,59,1
491,60,2
489,60,2
490,60,2
488,60,2
492,60,2
493,59,1
494,60,2
495,60,2
496,57,1
497,59,1
498,54,1
499,58,1
500,60,2
501,60,2
502,59,1
503,58,1
504,60,2
505,60,2
506,60,2
507,58,1
508,60,2
509,60,2
510,60,2
511,60,2
512,57,1
513,60,2
514,61,2
515,58,1
516,60,2
517,60,2
518,57,1
519,58,1
520,60,2
521,58,1
523,60,2
524,60,2
522,60,2
525,57,1
526,56,1
527,53,1
528,59,1
529,60,2
530,60,2
531,60,2
532,58,1
533,54,1
534,60,2
535,60,2
536,59,1
537,60,2
538,58,1
539,60,2
540,58,1
541,59,1
542,60,2
543,60,2
544,60,2
547,60,2
548,60,2
546,60,2
545,60,2
549,60,1
550,60,2
551,56,1
553,60,2
552,60,2
554,52,1
555,51,1
556,52,1
557,50,1
558,52,1
559,56,1
560,60,1
561,59,1
562,60,1
563,59,1
564,59,1
565,55,1
566,58,1
567,59,1
568,60,2
569,59,1
570,60,2
571,57,1
572,60,2
573,57,1
574,60,2
575,60,2
576,58,1
577,60,2
578,54,1
579,49,1
580,54,1
581,58,1
582,60,2
583,59,1
584,60,2
585,60,2
586,60,2
587,55,1
588,57,1
589,60,2
590,60,2
591,60,2
592,58,1
593,60,2
594,53,1
595,55,1
596,49,1
597,47,1
598,50,1
599,50,1
600,56,1
601,60,2
602,55,1
603,54,1
604,58,1
605,54,1
606,57,1
608,60,2
607,60,2
609,57,1
610,56,1
612,60,2
611,60,2
613,57,1
614,60,2
615,56,1
616,58,1
617,52,1
618,53,1
619,55,1
620,59,1
621,60,2
622,60,2
623,60,2
624,60,2
625,56,1
626,60,2
627,60,2
628,60,2
629,60,2
630,60,2
631,60,2
633,60,2
632,60,2
634,55,1
635,57,1
636,58,1
637,57,1
638,60,2
639,58,1
640,55,1
641,58,1
642,60,1
643,58,1
644,57,1
645,60,2
647,60,2
648,60,2
646,60,2
649,60,2
651,60,2
650,60,2
652,60,2
653,56,1
654,52,1
655,55,1
656,54,1
657,56,1
658,55,1
659,58,1
660,60,2
661,60,2
662,60,2
664,60,2
663,60,2
666,60,2
665,60,2
667,60,2
668,60,1
669,60,2
670,60,2
671,59,1
672,56,1
673,56,1
674,54,1
675,53,1
676,56,1
677,58,1
678,55,1
679,53,1
680,55,1
681,60,2
682,56,1
683,55,1
684,57,1
685,55,1
686,60,2
687,58,1
688,60,2
689,54,1
690,56,1
691,60,2
692,59,1
693,60,2
696,60,2
694,60,2
695,60,2
697,55,1
698,56,1
700,60,2
699,60,2
701,54,1
702,60,2
703,60,2
704,60,2
705,60,2
706,53,1
708,60,2
707,60,2
709,60,2
710,50,1
711,50,1
712,52,1
713,40,1
714,33,1
715,40,1
716,42,1
717,46,1
718,49,1
719,60,2
720,58,1
721,58,1
722,59,1
723,60,2
724,54,1
725,57,1
726,60,2
727,60,2
728,60,2
729,57,1
730,60,2
731,60,1
732,60,2
733,60,2
734,60,1
735,60,2
737,60,2
736,60,2
738,56,1
739,60,2
740,57,1
741,60,2
742,60,2
743,60,2
744,60,2
745,58,1
746,60,2
747,60,2
748,53,1
749,53,1
750,57,1
751,53,1
752,55,1
753,58,1
754,60,2
755,60,2
756,56,1
757,60,2
758,56,1
759,57,1
760,60,2
761,60,2
762,56,1
763,58,1
764,60,2
765,53,1
766,60,2
767,57,1
768,60,2
769,57,1
770,58,1
771,60,1
772,58,1
773,58,1
774,61,2
775,61,2
776,60,2
778,60,2
777,60,2
779,56,1
780,60,2
781,57,1
782,60,2
783,56,1
784,55,1
785,58,1
786,58,1
788,60,2
787,60,2
789,49,1
790,45,1
791,47,1
792,52,1
793,53,1
795,60,2
794,60,2
796,58,1
797,56,1
798,60,1
799,60,2
800,54,1
801,53,1
802,56,1
803,60,2
804,60,1
805,53,1
806,52,1
807,49,1
808,54,1
809,59,1
810,60,2
811,60,2
812,58,1
813,60,2
814,58,1
815,58,1
816,60,2
817,55,1
818,59,1
819,60,2
820,56,1
821,58,1
822,60,2
823,60,2
824,60,2
825,60,2
826,55,1
827,56,1
828,60,2
829,60,2
830,48,1
831,47,1
832,51,1
833,46,1
834,52,1
835,53,1
836,52,1
837,60,2
838,57,1
839,54,1
840,53,1
841,56,1
842,60,2
843,60,2
844,59,1
845,60,2
846,60,2
847,59,1
848,60,2
849,60,2
850,59,1
851,60,2
852,60,2
853,60,2
854,60,2
855,60,2
856,60,1
857,60,2
858,60,1
860,60,2
859,60,2
861,60,2
862,57,1
863,59,1
864,60,2
865,60,2
866,59,1
867,60,2
868,60,2
869,56,1
870,59,1
871,55,1
872,60,2
874,60,2
873,60,2
875,58,1
876,60,2
877,60,2
878,60,2
879,60,2
880,59,1
881,59,1
882,46,1
883,49,1
884,53,1
885,55,1
886,54,1
887,60,2
888,57,1
889,51,1
890,51,1
891,52,1
892,48,1
893,56,1
895,60,2
894,60,2
896,56,1
897,60,2
899,60,2
898,60,2
900,60,1
901,60,2
902,60,2
903,60,2
904,60,1
905,60,2
906,60,2
907,56,1
908,57,1
909,56,1
910,57,1
911,56,1
912,58,1
913,60,2
914,58,1
915,56,1
916,52,1
917,54,1
918,58,1
919,52,1
920,43,1
921,48,1
922,52,1
923,57,1
924,59,1
925,60,2
926,59,1
927,54,1
928,50,1
929,58,1
930,59,1
931,56,1
932,60,2
933,60,2
934,58,1
935,56,1
936,60,2
937,60,2
938,59,1
940,60,2
939,60,2
941,56,1
942,52,1
943,49,1
944,55,1
945,60,2
946,59,1
947,60,2
948,60,2
949,60,2
950,56,1
951,47,1
952,45,1
953,49,1
954,51,1
955,47,1
956,51,1
957,54,1
958,58,1
959,60,2
960,54,1
961,58,1
963,60,2
962,60,2
964,60,1
965,60,2
966,60,2
967,60,2
968,60,2
969,60,2
970,54,1
971,58,1
972,60,1
974,60,2
973,60,2
975,60,2
977,60,2
976,60,2
978,60,2
979,54,1
980,58,1
981,58,1
982,59,1
983,60,2
984,53,1
985,58,1
986,60,1
987,57,1
988,54,1
989,59,1
990,60,2
991,58,1
993,60,2
992,60,2
994,49,1
995,51,1
996,50,1
997,52,1
998,56,1
999,60,2
1000,60,1
1001,60,2
1002,60,2
1003,57,1
1004,60,2
1005,60,2
1006,60,2
1007,60,2
1008,60,2
1009,52,1
1010,50,1
1011,49,1
1012,53,1
1013,52,1
1014,56,1
1015,59,1
1016,59,1
1017,60,2
1018,60,1
1019,60,2
1020,57,1
1021,60,2
1022,60,2
1023,60,2
1024,60,2
1025,47,1
1026,54,1
1027,60,2
1028,60,2
1029,53,1
1030,60,2
1031,60,2
1032,60,2
1033,56,1
1034,59,1
1035,60,2
1036,58,1
1037,51,1
1038,60,2
1039,56,1
1040,59,1
1041,60,2
1042,57,1
1043,59,1
1045,60,2
1044,60,2
1046,60,2
1047,60,2
1048,56,1
1049,58,1
1050,51,1
1051,52,1
1052,56,1
1053,60,2
1054,58,1
1056,60,2
1057,60,2
1055,60,2
1059,60,2
1058,60,2
1060,56,1
1061,60,2
1062,60,2
1063,60,2
1064,52,1
1065,47,1
1066,50,1
1067,52,1
1068,49,1
1069,54,1
1070,59,1
1071,60,2
1072,56,1
1073,56,1
1075,60,2
1076,60,2
1074,60,2
1078,60,2
1077,60,2
1079,60,1
1080,60,2
1081,60,2
1082,52,1
1083,61,2
1085,60,2
1084,60,2
1086,46,1
1087,48,1
1088,49,1
1089,54,1
1090,50,1
1091,56,1
1092,59,1
1093,58,1
1094,60,1
1095,60,2
1096,60,2
1097,60,2
1098,60,2
1099,53,1
1100,48,1
1101,49,1
1102,51,1
1103,53,1
1104,57,1
1105,57,1
1106,59,1
1107,59,1
1108,54,1
1109,60,2
1110,61,2
1111,61,2
1112,58,1
1114,60,2
1113,60,2
1116,60,2
1117,60,2
1115,60,2
1118,53,1
1119,56,1
1120,60,2
1121,60,2
1122,60,2
1123,60,2
1124,60,1
1125,60,2
1126,57,1
1127,60,1
1128,60,2
1129,60,2
1130,55,1
1132,60,2
1131,60,2
1133,46,1
1134,43,1
1135,45,1
1136,56,1
1137,59,1
1138,54,1
1139,57,1
1140,60,2
1141,60,2
1142,59,1
1143,60,2
1144,60,2
1145,60,1
1146,60,2
1147,60,2
1148,60,2
1149,60,2
1150,60,2
1151,57,1
1152,60,2
1153,59,1
1154,60,2
1155,60,2
1156,57,1
1157,56,1
1158,57,1
1159,59,1
1160,60,2
1161,60,2
1162,59,1
1163,60,2
1164,60,1
1165,60,2
1166,60,2
1167,60,2
1168,60,1
1169,58,1
1170,60,2
1171,60,1
1172,60,2
1173,60,2
1174,55,1
1175,59,1
1176,60,2
1177,56,1
1180,60,2
1178,60,2
1179,60,2
1183,60,2
1184,60,2
1185,60,2
1182,60,2
1181,60,2
1186,57,1
1187,60,2
1188,59,1
1189,60,2
1190,60,2
1191,60,2
1192,60,2
1193,57,1
1194,60,2
1195,60,2
1196,60,2
1197,59,1
1198,54,1
1199,52,1
1200,54,1
1201,56,1
1202,53,1
1203,58,1
1204,55,1
1205,55,1
1206,55,1
1207,60,2
1208,57,1
1209,55,1
1210,59,1
1211,60,2
1214,60,2
1212,60,2
1213,60,2
1215,60,2
1216,53,1
1217,58,1
1218,60,2
1220,60,2
1219,60,2
1221,54,1
1222,55,1
1223,52,1
1224,60,2
1225,60,2
1226,54,1
1227,52,1
1228,53,1
1231,60,2
1229,60,2
1230,60,2
1232,54,1
1233,60,1
1234,60,2
1235,53,1
1236,59,1
1237,60,2
1238,58,1
1239,60,2
1240,56,1
1241,56,1
1242,49,1
1243,53,1
1244,57,1
1245,59,1
1246,56,1
1247,60,2
1248,56,1
1251,60,2
1250,60,2
1249,60,2
1252,53,1
1253,50,1
1254,60,2
1255,55,1
1256,60,2
1257,51,1
1258,48,1
1259,45,1
1260,52,1
1261,53,1
1262,60,2
1263,60,2
1264,60,2
1265,60,1
1266,60,2
1267,60,2
1268,60,2
1269,56,1
1270,58,1
1271,60,2
1272,59,1
1273,60,2
1274,60,2
1275,55,1
1276,57,1
1277,59,1
1278,53,1
1279,60,2
1280,60,2
1281,60,1
1282,60,2
1283,60,2
1284,60,2
1285,58,1
1286,60,2
1287,51,1
1288,60,2
1289,55,1
1290,60,2
1291,60,2
1292,52,1
1293,51,1
1294,55,1
1295,58,1
1296,60,2
1297,60,2
1298,56,1
1299,60,2
1300,58,1
1302,60,2
1301,60,2
1303,60,2
1304,60,2
1305,59,1
1306,52,1
1307,54,1
1308,59,1
1310,60,2
1309,60,2
1311,57,1
1312,60,2
1313,57,1
1314,58,1
1315,57,1
1316,59,1
1319,60,2
1320,60,2
1318,60,2
1317,60,2
1321,60,2
1322,60,1
1323,60,2
1324,60,1
1325,60,2
1326,60,2
1327,54,1
1328,56,1
1329,56,1
1330,60,2
1331,59,1
1332,58,1
1333,58,1
1334,58,1
1335,56,1
1336,59,1
1337,60,2
1340,60,2
1338,60,2
1339,60,2
1341,51,1
1342,49,1
1343,53,1
1344,51,1
1345,58,1
1346,60,2
1348,60,2
1347,60,2
1349,60,2
1350,60,2
1351,60,2
1352,53,1
1353,52,1
1354,49,1
1355,52,1
1356,53,1
1357,54,1
1358,51,1
1359,60,2
1360,58,1
1361,60,2
1362,59,1
1364,60,2
1365,60,2
1363,60,2
1366,60,2
1367,51,1
1368,49,1
1369,60,1
1370,60,2
1373,60,2
1371,60,2
1372,60,2
1375,61,2
1374,61,2
1376,61,2
1377,55,1
1378,57,1
1379,60,2
1380,59,1
1381,60,2
1382,60,2
1383,58,1
1384,60,2
1385,58,1
1386,59,1
1387,58,1
1388,60,1
1389,60,2
1390,60,2
1391,54,1
1392,59,1
1393,60,2
1394,60,2
1395,60,2
1396,60,1
1397,60,2
1398,58,1
1399,60,2
1400,60,2
1401,60,1
1403,60,2
1402,60,2
1404,60,2
1405,56,1
1406,58,1
1407,60,2
1408,60,2
1409,58,1
1411,60,2
1412,60,2
1410,60,2
1413,53,1
1414,57,1
1415,55,1
1416,58,1
1417,60,2
1418,60,2
1419,56,1
1420,58,1
1421,55,1
1422,59,1
1423,60,2
1424,60,2
1425,60,1
1426,57,1
1427,59,1
1428,55,1
1429,51,1
1430,56,1
1431,52,1
1432,50,1
1433,52,1
1434,50,1
1435,44,1
1436,47,1
1437,42,1
1438,46,1
1439,42,1
1440,46,1
1441,55,1
1442,58,1
1443,60,2
1444,59,1
1445,58,1
1448,60,2
1446,60,2
1447,60,2
1449,60,2
1450,53,1
1451,52,1
1452,52,1
1453,57,1
1454,57,1
1455,59,1
1456,60,2
1457,59,1
1458,60,2
1459,60,2
1460,57,1
1461,51,1
1462,52,1
1463,55,1
1464,57,1
1465,59,1
1468,60,2
1466,60,2
1467,60,2
1469,61,2
1470,57,1
1472,60,2
1471,60,2
1473,59,1
1474,60,2
1475,55,1
1476,58,1
1477,59,1
1478,60,2
1479,56,1
1480,54,1
1481,52,1
1482,55,1
1483,53,1
1484,53,1
1485,53,1
1486,54,1
1487,60,1
1488,60,2
1489,59,1
1490,60,2
1492,60,2
1491,60,2
1493,60,2
1494,60,2
1495,51,1
1496,54,1
1497,56,1
1499,60,2
1498,60,2
1500,58,1
1501,60,2
1502,60,2
1503,60,2
1504,57,1
1505,54,1
1506,55,1
1507,60,1
1508,60,2
1510,60,2
1509,60,2
1511,61,2
1512,61,2
1513,59,1
1514,60,2
1516,60,2
1515,60,2
1518,60,2
1517,60,2
1519,60,2
1520,60,2
1521,60,2
1522,59,1
1523,57,1
1524,59,1
1525,60,2
1526,60,2
1527,55,1
1528,52,1
1529,54,1
1530,53,1
1531,58,1
1532,60,2
1533,55,1
1535,60,2
1534,60,2
1536,56,1
1537,60,2
1538,60,1
1540,60,2
1539,60,2
1541,60,2
1542,60,2
1543,55,1
1544,55,1
1545,58,1
1546,60,1
1547,60,1
1548,60,1
1549,60,2
1551,60,2
1550,60,2
1552,60,2
1553,56,1
1554,58,1
1555,60,2
1556,60,2
1557,60,1
1558,60,2
1559,60,2
1560,54,1
1561,55,1
1562,58,1
1563,60,2
1564,60,2
1565,60,2
1566,59,1
1567,60,2
1568,54,1
1569,52,1
1570,54,1
1571,56,1
1572,59,1
1574,60,2
1573,60,2
1575,60,1
1576,60,2
1578,60,2
1577,60,2
1579,60,2
1580,60,2
1581,52,1
1582,51,1
1583,56,1
1584,54,1
1585,60,2
1587,60,2
1586,60,2
1588,60,2
1589,58,1
1590,60,2
1591,60,2
1592,54,1
1593,56,1
1594,54,1
1595,60,2
1596,60,2
1597,60,2
1598,59,1
1599,60,2
1600,58,1
1601,60,2
1603,60,2
1602,60,2
1604,57,1
1605,60,2
1606,60,2
1607,60,2
1608,58,1
1609,60,2
1610,60,2
1611,54,1
1612,60,2
1613,56,1
1614,59,1
1615,60,2
1616,57,1
1617,57,1
1618,53,1
1619,60,1
1620,60,2
1621,60,2
1622,53,1
1623,55,1
1624,60,2
1625,56,1
1626,57,1
1627,60,2
1628,59,1
1629,60,2
1630,58,1
1631,60,2
1632,60,1
1633,60,2
1634,60,2
1635,60,2
1636,60,2
1637,51,1
1638,54,1
1639,59,1
1640,50,1
1641,58,1
1643,60,2
1642,60,2
1644,60,1
1645,60,1
1646,54,1
1647,56,1
1648,60,2
1650,60,2
1649,60,2
1653,60,2
1651,60,2
1652,60,2
1654,57,1
1655,59,1
1656,55,1
1657,60,2
1658,55,1
1659,60,2
1660,60,2
1661,59,1
1662,59,1
1663,60,2
1664,59,1
1665,60,2
1668,60,2
1667,60,2
1666,61,2
1669,60,2
1670,60,2
1671,60,2
1674,60,2
1673,60,2
1672,60,2
1675,54,1
1676,55,1
1678,60,2
1677,60,2
1679,55,1
1680,54,1
1681,55,1
1682,60,2
1683,60,2
1684,60,2
1685,59,1
1686,59,1
1687,60,2
1688,60,2
1689,60,2
1690,57,1
1691,56,1
1693,60,2
1692,60,2
1694,60,2
1695,60,2
1696,60,2
1697,57,1
1698,60,2
1699,58,1
1700,58,1
1701,59,1
1702,60,2
1704,60,2
1703,60,2
1705,56,1
1706,47,1
1707,58,1
1708,60,2
1711,60,2
1710,60,2
1709,60,2
1712,60,2
1713,58,1
1714,60,2
1715,60,1
1716,60,2
1717,60,2
1718,58,1
1719,51,1
1720,51,1
1721,51,1
1722,60,2
1723,57,1
1725,60,2
1724,60,2
1726,60,2
1727,60,2
1728,58,1
1729,60,2
1730,58,1
1731,54,1
1732,60,1
1733,60,2
1734,60,2
1735,61,2
1737,60,2
1736,60,2
1738,59,1
1739,60,2
1740,52,1
1741,57,1
1742,60,2
1743,60,2
1744,60,1
1745,60,2
1746,59,1
1747,60,2
1748,60,1
1750,60,2
1749,60,2
1751,60,2
1752,60,2
1753,60,2
1754,60,1
1755,60,2
1756,55,1
1757,58,1
1758,60,2
1759,60,2
1760,55,1
1761,58,1
1762,60,2
1763,60,2
1764,59,1
1765,60,2
1766,60,2
1767,56,1
1768,58,1
1769,60,2
1770,60,1
1771,60,2
1772,54,1
1773,56,1
1774,58,1
1775,46,1
1776,49,1
1777,57,1
1778,60,2
1779,56,1
1780,54,1
1781,50,1
1782,51,1
1783,52,1
1784,58,1
1785,55,1
1786,55,1
1787,60,2
1788,54,1
1789,50,1
1790,59,1
1791,60,2
1792,58,1
1793,60,2
1794,60,2
1795,56,1
1796,60,1
1797,60,1
1798,60,2
1799,60,2
1800,60,2
1801,56,1
1802,60,1
1803,60,2
1804,57,1
1805,59,1
1807,60,2
1806,60,2
1809,60,2
1810,60,2
1808,60,2
1811,56,1
1812,60,1
1814,60,2
1813,60,2
1815,60,2
1816,56,1
1817,58,1
1818,60,1
1819,60,2
1820,52,1
1821,53,1
1822,54,1
1823,58,1
1826,60,2
1825,60,2
1824,60,2
1827,61,2
1828,55,1
1829,54,1
1830,59,1
1831,60,2
1832,60,2
1833,60,2
1834,60,1
1835,56,1
1836,57,1
1837,54,1
1838,60,2
1839,58,1
1840,60,1
1841,60,2
1842,59,1
1843,60,2
1844,60,2
1845,56,1
1846,60,2
1847,54,1
1848,56,1
1849,59,1
1850,60,2
1851,53,1
1852,58,1
1853,60,2
1854,60,2
1855,57,1
1856,61,2
1857,58,1
1858,60,2
1859,59,1
1860,56,1
1861,60,2
1862,54,1
1863,60,2
1864,48,1
1865,54,1
1866,54,1
1867,54,1
1868,60,2
1869,54,1
1870,60,2
1871,58,1
1872,60,2
1873,60,2
1874,58,1
1875,60,2
1877,60,2
1876,60,2
1878,60,2
1879,54,1
1880,59,1
1881,60,2
1882,60,2
1883,60,2
1884,60,2
1885,52,1
1886,48,1
1887,58,1
1889,60,2
1888,60,2
1890,60,1
1891,59,1
1893,60,2
1892,60,2
1894,56,1
1895,60,2
1896,60,2
1897,57,1
1898,60,2
1899,60,2
1900,60,2
1901,60,2
1902,60,2
1903,58,1
1904,60,2
1905,58,1
1906,60,2
1907,60,2
1908,58,1
1909,60,2
1910,60,1
1911,59,1
1912,60,2
1913,56,1
1914,60,1
1915,60,2
1916,58,1
1917,60,1
1918,60,2
1919,56,1
1920,55,1
1921,56,1
1922,57,1
1923,59,1
1924,60,2
1925,60,2
1927,60,2
1928,60,2
1926,60,2
1929,60,2
1930,60,2
1931,51,1
1932,58,1
1933,60,2
1934,58,1
1935,60,2
1937,60,2
1936,60,2
1939,60,2
1938,60,2
1940,60,2
1941,54,1
1942,56,1
1943,57,1
1944,60,2
1945,59,1
1946,60,2
1947,52,1
1948,58,1
1949,60,2
1950,55,1
1951,50,1
1952,56,1
1953,55,1
1959,60,2
1955,60,2
1957,60,2
1956,60,2
1958,60,2
1954,60,2
1960,59,1
1961,60,2
1962,60,2
1963,60,2
1964,55,1
1965,55,1
1966,41,1
1967,49,1
1968,56,1
1969,57,1
1970,54,1
1971,57,1
1972,60,2
1973,55,1
1974,58,1
1975,47,1
1976,56,1
1977,58,1
1978,60,2
1979,58,1
1980,60,2
1981,60,2
1982,60,2
1983,59,1
1984,60,2
1986,60,2
1985,60,2
1987,60,2
1989,60,2
1988,60,2
1990,53,1
1991,50,1
1992,53,1
1993,55,1
1994,57,1
1995,57,1
1996,55,1
1997,58,1
1998,51,1
1999,52,1
2000,55,1
2001,58,1
2003,60,2
2002,61,2
2004,50,1
2005,54,1
2006,57,1
2007,56,1
2008,60,2
2009,55,1
2010,59,1
2011,54,1
2012,60,1
2013,60,1
2014,59,1
2015,60,2
2016,57,1
2017,50,1
2018,54,1
2019,51,1
2020,57,1
2021,56,1
2022,56,1
2023,57,1
2024,58,1
2025,60,2
2026,59,1
2027,60,2
2028,60,2
2029,57,1
2030,60,2
2031,56,1
2032,59,1
2033,60,2
2034,58,1
2035,60,2
2036,60,2
2037,60,2
2038,61,2
2039,60,2
2040,56,1
2041,55,1
2042,52,1
2043,54,1
2044,57,1
2045,54,1
2046,52,1
2047,54,1
2048,57,1
2049,59,1
2051,60,2
2050,60,2
2052,50,1
2053,52,1
2054,57,1
2056,60,2
2057,60,2
2055,60,2
2058,60,2
2059,57,1
2060,50,1
2061,50,1
2062,50,1
2063,49,1
2064,53,1
2065,56,1
2066,60,1
2067,60,2
2068,59,1
2070,61,2
2071,61,2
2069,61,2
2072,57,1
2073,59,1
2074,57,1
2075,60,1
2076,60,2
2077,56,1
2078,59,1
2079,58,1
2080,60,1
2081,41,1
2082,43,1
2083,49,1
2084,50,1
2085,49,1
2086,50,1
2087,57,1
2088,60,1
2089,60,2
2090,60,2
2091,51,1
2092,50,1
2093,54,1
2094,54,1
2095,56,1
2096,60,2
2097,60,2
2098,60,2
2099,56,1
2100,55,1
2101,60,2
2102,60,2
2103,54,1
2104,60,2
2105,54,1
2106,60,2
2107,59,1
2110,60,2
2108,60,2
2109,60,2
2111,57,1
2112,59,1
2114,60,2
2113,60,2
2115,60,2
2116,60,2
2117,53,1
2118,57,1
2119,61,2
2120,60,2
2121,60,2
2122,60,2
2123,59,1
2124,60,2
2125,58,1
2126,59,1
2128,60,2
2127,60,2
2129,60,2
2130,60,1
2131,60,2
2132,60,2
2134,60,2
2133,60,2
2137,60,2
2136,60,2
2135,60,2
2139,60,2
2138,60,2
2140,55,1
2141,60,2
2142,56,1
